2.097083	29.090556	NewCst_00
50.085000	29.048333	NewCst_00
74.248333	33.166111	NewCst_00
217.957500	30.371389	NewCst_00
2.352917	-45.747500	NewCst_01
49.982083	-43.069722	NewCst_01
98.744167	-52.975556	NewCst_01
122.839583	-39.618611	NewCst_01
170.251667	-54.491111	NewCst_01
266.896250	-40.126944	NewCst_01
290.805000	-44.799722	NewCst_01
290.971667	-40.616111	NewCst_01
4.857083	-8.823889	NewCst_02
76.962500	-5.086389	NewCst_02
220.765000	-5.658333	NewCst_02
244.580417	-4.692500	NewCst_02
6.437917	-77.254167	NewCst_03
124.631667	-76.919722	NewCst_03
341.513750	-81.381667	NewCst_03
6.550833	-43.680000	NewCst_04
6.570833	-42.306111	NewCst_04
102.463750	-53.622222	NewCst_04
222.910000	-43.575556	NewCst_04
342.138750	-51.316944	NewCst_04
7.886250	-62.958056	NewCst_05
56.050000	-64.806944	NewCst_05
176.401667	-66.728611	NewCst_05
176.628333	-61.178333	NewCst_05
272.145000	-63.668333	NewCst_05
8.250000	62.931667	NewCst_06
104.318750	58.422500	NewCst_06
319.645000	62.585556	NewCst_06
9.242917	53.896944	NewCst_07
200.985000	54.921667	NewCst_07
201.306250	54.988056	NewCst_07
9.638750	29.311667	NewCst_08
9.832083	30.860833	NewCst_08
81.572917	28.607500	NewCst_08
297.641250	32.914167	NewCst_08
345.943750	28.082778	NewCst_08
11.834583	24.267222	NewCst_09
107.785000	30.245278	NewCst_09
275.924583	21.769722	NewCst_09
299.689167	19.492222	NewCst_09
12.170833	7.585000	NewCst_10
60.170000	12.490278	NewCst_10
132.108333	5.837778	NewCst_10
115.455000	-72.606111	NewCst_100
188.116667	-72.133056	NewCst_100
284.237500	-67.233611	NewCst_100
188.596667	-23.396667	NewCst_101
260.250833	-21.112778	NewCst_101
260.502500	-24.999444	NewCst_101
284.432500	-21.106667	NewCst_101
193.359167	-40.178889	NewCst_103
241.647917	-36.802222	NewCst_103
337.317500	-43.495556	NewCst_103
337.439583	-43.749444	NewCst_103
193.507083	55.959722	NewCst_104
289.275833	53.368611	NewCst_104
337.292917	58.415278	NewCst_104
194.007083	38.318333	NewCst_105
218.019583	38.308333	NewCst_105
242.192500	44.935000	NewCst_105
314.293333	41.167222	NewCst_105
200.149167	-36.712222	NewCst_106
247.845417	-34.704444	NewCst_106
343.987083	-32.539722	NewCst_106
64.948333	15.627500	NewCst_107
88.595417	20.276111	NewCst_107
208.671250	18.397778	NewCst_107
211.097083	64.375833	NewCst_108
307.395417	62.994167	NewCst_108
330.947500	64.627778	NewCst_108
219.899583	-60.835278	NewCst_109
219.900417	-60.835556	NewCst_109
243.859583	-63.685556	NewCst_109
14.177083	60.716667	NewCst_11
325.876667	58.780000	NewCst_11
326.362083	61.120833	NewCst_11
108.140000	-46.759444	NewCst_110
227.983750	-48.737778	NewCst_110
228.071250	-52.099167	NewCst_110
229.251667	-9.383056	NewCst_111
348.972917	-9.087778	NewCst_111
349.475833	-9.182500	NewCst_111
237.739583	-33.627222	NewCst_112
261.838750	-29.866944	NewCst_112
285.652917	-29.880278	NewCst_112
42.646250	38.318611	NewCst_113
258.761667	36.809167	NewCst_113
282.520000	33.362778	NewCst_113
44.107083	-8.898056	NewCst_114
188.017500	-16.196111	NewCst_114
260.207083	-12.846944	NewCst_114
70.561250	22.956944	NewCst_115
142.930000	22.968056	NewCst_115
262.684583	26.110556	NewCst_115
146.462917	23.774167	NewCst_116
218.670000	29.745000	NewCst_116
266.614583	27.720556	NewCst_116
250.724167	38.922222	NewCst_117
274.965417	36.064444	NewCst_117
299.076667	35.083333	NewCst_117
275.189583	71.337778	NewCst_118
