2.294583	59.149722	NewCst_00
8.250000	62.931667	NewCst_00
9.242917	53.896944	NewCst_00
17.775833	55.149722	NewCst_00
28.598750	63.670000	NewCst_00
2.352917	-45.747500	NewCst_01
6.550833	-43.680000	NewCst_01
6.570833	-42.306111	NewCst_01
9.220417	33.719444	NewCst_02
9.638750	29.311667	NewCst_02
9.832083	30.860833	NewCst_02
17.186250	86.256944	NewCst_03
37.952917	89.264167	NewCst_03
230.182083	71.833889	NewCst_03
263.053750	86.586389	NewCst_03
10.838333	-57.463056	NewCst_04
17.096250	-55.245833	NewCst_04
24.428750	-57.236667	NewCst_04
16.520833	-46.718611	NewCst_05
28.411667	-46.302500	NewCst_05
28.989583	-51.608889	NewCst_05
34.127500	-51.512222	NewCst_05
36.746250	-47.703889	NewCst_05
43.470417	-49.890278	NewCst_05
17.375833	47.241944	NewCst_06
24.498333	48.628333	NewCst_06
25.915000	50.688611	NewCst_06
33.250000	8.846667	NewCst_07
37.039583	8.460000	NewCst_07
41.235417	10.114167	NewCst_07
40.166667	-39.855556	NewCst_08
44.567917	-40.304444	NewCst_08
49.982083	-43.069722	NewCst_08
41.050000	49.228333	NewCst_09
42.646250	38.318611	NewCst_09
42.674167	55.895556	NewCst_09
46.294167	38.840278	NewCst_09
61.645833	50.351389	NewCst_09
63.724583	48.409444	NewCst_09
39.870833	0.328611	NewCst_10
40.825000	3.235833	NewCst_10
45.570000	4.089722	NewCst_10
45.597917	-23.624444	NewCst_11
49.879167	-21.757778	NewCst_11
53.447083	-21.632778	NewCst_11
56.712083	-23.249722	NewCst_11
51.203333	9.028889	NewCst_12
51.792500	9.732778	NewCst_12
52.718333	12.936667	NewCst_12
53.232500	-9.458333	NewCst_13
55.812083	-9.763333	NewCst_13
56.535417	-12.101667	NewCst_13
59.507500	-13.508611	NewCst_13
56.079583	32.288333	NewCst_14
56.298333	42.578611	NewCst_14
58.532917	31.883611	NewCst_14
59.463333	40.010278	NewCst_14
59.741250	35.791111	NewCst_14
56.218750	24.113333	NewCst_15
56.302083	24.467222	NewCst_15
70.561250	22.956944	NewCst_15
73.562917	2.440556	NewCst_15
74.637083	1.714167	NewCst_15
78.322917	2.861111	NewCst_15
88.792917	7.406944	NewCst_15
90.595833	9.647500	NewCst_15
56.050000	-64.806944	NewCst_16
63.606250	-62.473889	NewCst_16
64.006667	-51.486667	NewCst_16
68.499167	-55.045000	NewCst_16
64.473750	-33.798333	NewCst_17
66.009167	-34.016944	NewCst_17
68.887500	-30.562222	NewCst_17
69.079583	-3.352500	NewCst_18
78.232917	-16.205556	NewCst_18
82.061250	-20.759444	NewCst_18
83.001667	-0.299167	NewCst_18
85.190000	-1.942778	NewCst_18
86.115833	-22.448333	NewCst_18
87.830417	-20.879167	NewCst_18
89.101250	-14.167778	NewCst_18
69.172500	41.264722	NewCst_19
75.619583	41.075833	NewCst_19
76.628750	41.234444	NewCst_19
